reference	ppi_relations	set
15496141	Smad7=type I receptors; Smad7=NEDD4-2; NEDD4-2=Smad7; NEDD4-2=R-Smads; NEDD4-2=TGF-beta superfamily receptors; NEDD4-2=Smad7; Smad7=TGF-beta type I receptor; NEDD4-2=R-Smads; NEDD4-2=Smads 2; NEDD4-2=3; NEDD4-2=Smad2; Smad2=SnoN; Smurf2=Smad2; Smurf2=SnoN; 2=Smad7; Smurfs 1=Smad7; NEDD4-2=TGF-beta type I receptor; Smurfs 1=TGF-beta type I receptor; 2=TGF-beta type I receptor	Train
15527798	MDM2=p53; AKT=MDM2; AKT=MDM2; AKT=MDM2; AKT=MDM2	Train
15564593	TRIP8b=HCN; Pex5p-related protein=HCN; HCN1=TRIP8b	Train
15572695	Keap1=Cul3; Keap1=Cul3; Cul3=Rbx1; Keap1=Rbx1; Keap1=Nrf2; Cul3=Nrf2; Rbx1=Nrf2; Keap1=Nrf2; Keap1=Nrf2; Keap1=Nrf2	Train
15601839	Cullin 3=Roc1; Cullin 3=Nrf2; Roc1=Nrf2; Cullins=Roc1; Keap1=CUL3; Keap1=Nrf2; KEAP1=CUL3; CUL3=ROC1; KEAP1=ROC1; CUL3=ROC1; CUL3=Nrf2; ROC1=Nrf2; KEAP1=NRF2	Train
15611133	Rpn5p=Rpn8p; Rpn5p=Rpn11p; Rpn5p=Rpn9p; Rpn8p=Rpn9p; Rpn8p=Rpn11p; Rpn9p=Rpn11p; Rpn3p=Rpn7p; Rpn3p=Rpn12p; Rpn3p=Sem1p; Rpn7p=Rpn12p; Rpn7p=Sem1p; Rpn12p=Sem1p	Train
15653507	p300=Stat3; type I histone deacetylase=Stat3	Train
15657046	G(alpha)o/i=CB1; G(alpha)o/i=Rap1GAPII; G(alpha)o/i=CB1; G(alpha)o/i=cannabinoid receptor; CB1=cannabinoid	Train
15660136	SCF=Zip1; Pof1=Zip1; SCF=Zip1; SCF=Zip1	Train
15678106	MDM2=p53; p73=MDM2; p53=MDM2; p73=Itch; Itch=p73; Itch=p73	Train
15692013	Protein O-fucosyltransferase 1=Notch; OFUT1=Notch	Train
15692085	caveolin-1=VEGFR2	Train
15723223	dinitrogenase reductase ADP-ribosyltransferase=dinitrogenase reductase; dinitrogenase reductase glycohydrolase=dinitrogenase reductase	Train
15729676	Rab7=REP; Rab7=GDI	Train
15734730	Dab2=beta1 integrin	Train
15767661	NoRC=histone; NoRC=histone H4; NoRC=histone H3; TTF-I=NoRC; NoRC=histone H4; NoRC=histone H3	Train
15769255	Nep1=Pcu1; Nep1=Pcu3; Nep1=Pcu4; Nep1=cullins; Nep1=Csn5; Nep1=cullins	Train
15774718	G9a=GLP; Histone methyltransferases=H3; G9a=H3; GLP=H3; G9a=H3; GLP=H3; GLP=H3; G9a=GLP; G9a=GLP; G9a=H3; GLP=H3; G9a=GLP	Train
15781469	CHIP=Smad3	Train
15831457	PIASy=Tcf-4; PIASy=Tcf-4; Promyelocytic leukemia protein=PIASy; Promyelocytic leukemia protein=PIASy; PIASy=Tcf-4; PIASy=Tcf-4	Train
15851033	Src=CDCP1; PKCdelta=CDCP1	Train
15937107	GTP=hGBP-1	Train
15937324	LKP2=Di19; LKP2=COL1; COL1=LKP1; COL1=LKP2; COL1=FKF1; CO/COL=LKP1; CO/COL=LKP2; CO/COL=FKF1; LKP2=CO; LKP2=COL1; CO=LKP2; COL1=LKP2; LKP2=CO; LKP2=COL1	Train
15950904	p53=HDM2; HDM2=p53; HDM2=p53	Train
16000296	DHHC9=H-; DHHC9=N-Ras; GCP16=H-; GCP16=N-Ras; Erf2=Erf4; Erf2=Ras; ZDHHC9=N-Ras; ZDHHC9=H-; GCP16=N-Ras; GCP16=H-; DHHC9=GCP16; Erf2=Erf4; DHHC9=GCP16; DHHC9=GCP16; DHHC9=H-; DHHC9=N-Ras; GCP16=H-; GCP16=N-Ras; DHHC9=Ras; GCP16=Ras	Train
16006204	Phosphonocarboxylate=Rab geranylgeranyl transferase; risedronate=farnesyl diphosphate synthase; 3-PEHPC=Rab geranylgeranyl transferase; phosphonocarboxylates=Rab geranylgeranyltransferase; bisphosphonates=farnesyl diphosphate synthase	Train
16007227	Notch4=Smad3; Notch4ICD=Smad2; Notch4ICD=Smad3; Notch4ICD=Smad4; Notch4ICD=Smad3; Smad3=ICD4	Train
16009132	cyclin B1=Cdk1; SCF=cyclin B1	Train
16024799	p300=p53; ING2=p53; p53=p300; ING2=p300; p53=p300; p300=p53; p300=p53	Train
16036220	COP9 signalosome=CUL1; CUL1=CAND1; COP9 signalosome=cullins; CAND1=CUL1; COP9 signalosome=CUL1; CSN=CUL1; CUL1=CSN; CSN=CUL1; CAND1=CUL1; CAND1=CUL1; Rbx1=CUL1; Rbx1=CAND1; CSN=CUL1; CUL1=CAND1	Train
16061479	Pc2=Smad-interacting protein 1; Smad-interacting protein 1=C-terminal-binding protein; Pc2=SIP1; PIAS=SIP1; SIP1=CtBP	Train
16079795	LSD1=histone; LSD1=androgen receptor; androgen receptor=LSD1; LSD1=histone H3; LSD1=H3-	Train
16081735	p21-activated kinase 2=c-Myc	Train
16103228_18	4-Pase=Rab5; 5-=Rab5; 4-Pases=Rab5; 5-=Rab5; 5-=Rab5; 5-=Rab5; 4-Pase=Rab5; 4-Pase=Rab5; 5-=Rab5; 4-Pases=Rab5	Train
16113677	InlB=hepatocyte growth-factor receptor; Cbl=Met; Cbl=Met; Cbl=Met	Train
16115959_30	c-Src=integrin beta3; fibrinogen=alphaIIbbeta3; PTP-1B=alphaIIbbeta3; PTP-1B=c-Src; PTP-1B=Csk; c-Src=Csk; PTP-1B=Csk	Train
16115959	c-Src=alphaIIbbeta3; c-Src=Csk; alphaIIbbeta3=Csk; Csk=c-Src; Fibrinogen=alphaIIbbeta3; PTP-1B=alphaIIbbeta3; PTP-1B=c-Src; PTP-1B=Csk; alphaIIbbeta3=c-Src; alphaIIbbeta3=Csk; c-Src=Csk; Csk=alphaIIbbeta3; PTP-1B=c-Src	Train
16118227	HSPC069=huntingtin; HMTase=histone H3; HYPB=RNA polymerase II; RNAPII=HYPB; HYPB=histone; HMTase=histone	Train
16134170	HLCS=histones	Train
16163388	Chk2=MDMX; ATM=MDMX; ATM=MDMX; MDM2=MDMX; MDM2=MDMX; Chk2=MDMX; MDM2=MDMX	Train
16166628	HDAC4=MEF2; HDAC4=histone; HDAC4=Ubc9; SIRT1=MEF2; HDAC4=MEF2; CBP=MEF2	Train
16198295	follistatin=activin; activin A=follistatin; follistatin=activin; type I receptor=activin; follistatin=BMP; follistatin=type I receptor; BMP=type I receptor; activin=follistatin; type I=follistatin; type I=activin; type II receptor=follistatin; type II receptor=activin; activin A=TGF-beta	Train
16205122	ODC=antizyme; 26S proteasome=ODC	Train
16227611	Cbl ubiquitin ligases=Met; Cbl=Met	Train
16274718	E2=ER; ERalpha=E2	Train
16332960	TAZ=TBX5; p300=histone; PCAF=histone; TAZ=p300; TAZ=PCAF; YAP=TAZ; TBX5=TAZ; TBX5=TAZ; TBX5=TAZ	Train
16352599	EFP=14-3-3sigma; EFP=14-3-3sigma; EFP=14-3-3sigma	Train
16362057	JmjC domain-containing proteins=Histone; JHDM1=histone H3; JHDM1=H3; JHDM1=H3	Train
16380507_12	HDAC2=p65; HDAC2=NF-kappaB; GR=p65; GR=NF-kappaB	Train
16402859_1	HAUSP=p53; HAUSP=MDM2	Train
16420575	von Willebrand factor=collagen; von Willebrand factor=collagen; von Willebrand factor=collagen types I; von Willebrand factor=III; VWF=collagen; collagen=VWF; ristocetin=VWF; collagen=VWF; collagen=VWF; collagen=VWF; collagen=VWF; glycoprotein (GP)Ib=VWF; collagen=VWF; GPIb=VWF; VWF=collagen	Train
16424009	Ang2=alpha(v)beta(1) integrin; Ang2=alpha(v)beta(1) integrin	Train
16424386	Tax=IkappaB	Train
16431915	EDEM3=alpha1-AT	Train
16456541	PP2A=ERK; protein phosphatase 2A=ERK; B56=ERK; ERK=IEX-1; PP2A=ERK; IEX-1=B56; IEX-1=pERK; ERK=B56; PP2A=ERK	Train
16461343	PTPN22=Vav; PTPN22=CD3epsilon; PTPN22=valosin containing protein; PEP=Lck; PEP=Zap70; PTPN22=T cell antigen receptor (TCR) zeta; PTPN22=Lck; PTPN22=Zap70; PTPN22=TCRzeta; PTPN22=Lck; PTPN22=Zap70; PTPN22=TCRzeta; PTPN22=Lck; PTPN22=Zap70; PTPN22=TCRzeta; PTPN22=TCRzeta; PTPN22=TCRzeta	Train
16464858	Fringe=Notch; O-fucose beta1,3-N-acetylglucosaminyltransferase=Notch	Train
16467855	GCPII=glutamate	Train
16473575	Rab GDI=YPT1; Rab=Rab escort protein; Rab geranylgeranyl transferase=Rab	Train
16532030	Src=Histone deacetylase 3; HDACs=histones; c-Src=HDAC3; c-Src=HDAC3	Train
16547496	cullin 7=p53; Cullins=ROC1; CUL7=p53; PARC=p53; CUL7=p53; PARC=p53; CUL7=p53; CUL7=p53; MDM2=p53; CUL7=p53	Train
16547505	CtBP=TCF-4; CtBP=TCF-4; CtBP=TCF-4	Train
1659820	cholera toxin=Gs alpha; cholera toxin=Gs alpha	Train
16603237	JHDM2A=H3K9; JHDM1=histone; JHDM2A=histone; JHDM2A=H3K9; JHDM2A=H3K9	Train
16603238	JMJD2=histone; JHDM1=histones; LSD1=histones; JMJD2A=H3; JMJD2A=H3; JMJD2=H3; JMJD2=H3; JMJD2=H3	Train
16603259	ADA2=GCN5; ADA2=CBF1; CBF1=ADA2; ADA2b=GCN5; ADA2a=GCN5; ADA2=GCN5; GCN5=histones; GCN5=histones; GCN5=ADA2	Train
16631741	Xin=filamin c; Xin=Mena; Xin=VASP; Filamin c=FATZ; Filamin c=myotilin; filamin c=Xin; Xin=Mena; Xin=VASP; filamin c=Xin; filamin c=Mena; filamin c=VASP; Xin=Mena; Xin=VASP; Mena=VASP	Train
16669786	von Hippel-Lindau tumour-suppressor protein=protein kinase Cdelta; pVHL=elongin C; elongin C=elongin B; pVHL=elongin B; VHL (von Hippel-Lindau) tumour-suppressor protein=elongin C; VHL (von Hippel-Lindau) tumour-suppressor protein=elongin B; VHL (von Hippel-Lindau) tumour-suppressor protein=Cul-2; VHL (von Hippel-Lindau) tumour-suppressor protein=Rbx1; VCB=Cul-2; Cul-2=VCB; Cul-2=elongin B; Cul-2=elongin C; Cul-2=pVHL; elongin C=elongin B; elongin C=Cul-2; elongin C=Rbx1; elongin B=Cul-2; elongin B=Rbx1; Cul-2=Rbx1; PKCdelta=pVHL; PKCdelta=pVHL; VCB=Cul-2; VCB=PKCdelta; VCB=aPKC; Cul-2=PKCdelta; Cul-2=aPKC; VCB=hypoxia-inducible factor 1alpha; Cul-2=hypoxia-inducible factor 1alpha; VCB=aPKC; Cul-2=aPKC	Train
16678094	CLOCK=histone; CLOCK=histones H3; CLOCK=H4; ACTR=histones H3; BMAL1=CLOCK; CLOCK=histone	Train
16678110	CUL4=DDB; DDB=ROC1; CUL4=ROC1; CUL4=H4; DDB=H4; ROC1=H4; CUL4=Histone H3; DDB=Histone H3; ROC1=Histone H3; CUL4=DDB; DDB=ROC1; CUL4=ROC1; CUL4=H4; CUL4=histone H3; DDB=H4; DDB=histone H3; ROC1=H4; ROC1=histone H3; CUL4=DDB; ROC1=DDB; CUL4=ROC1; ROC1=H3; ROC1=H4; DDB=H3; DDB=H4; CUL4=H3; CUL4=H4; CUL4=DDB; DDB=ROC1; CUL4=ROC1; CUL4=H3; CUL4=H4; DDB=H3; DDB=H4; ROC1=H3; ROC1=H4; CUL4A=H4; CUL4A=histone H3; CUL4=DDB; DDB=ROC1; ROC1=histone; DDB=histone; CUL4=histone; CUL4=DDB; DDB=ROC1; CUL4=ROC1; ROC1=histone; DDB=histone; CUL4=histone	Train
16705181	SCFbetaTrCP=Gli3; SCFbetaTrCP=glycogen synthase kinase 3beta; betaTrCP=Gli3; GSK3beta=Gli3; CK1=Gli3; betaTrCP=Gli3; SCFbetaTrCP=Gli3; SCFbetaTrCP=glycogen synthase kinase 3beta; betaTrCP=Gli3; PKA=Gli3	Train
16728642	Shn3=WWP1; Shn3=Runx2; WWP1=Runx2; Runx2=Runx2	Train
16732292	JHDM3A=histone H3; JHDM3A=H3; JHDM3A=H3K9; JHDM3A=H3; JHDM3A=H3K36; JHDM3A=H3K9; JHDM3A=ASCL2; JHDM3A=histone	Train
16738141_62	Bop1=WDR12	Train
16740475	HIB=Ci; HIB=Cul3	Train
16757337	Rap1=RIAM; RIAM=Rap1	Train
16772401_2	MutL=MutH	Train
16788062	SIRT3=AceCS2; SIRT3=AceCS2; SIRT3=AceCS2; sirtuin=ACS	Train
16847311	SAP=FynT; SLAM=FynT; SLAM=SAP; SAP=SLAM; SAP=Src-related kinase; SAP=FynT; SLAM=SAP; SAP=FynT; SLAM=FynT; SLAM=SAP; FynT=SLAM; FynT=SAP; SLAM=SAP; SAP=SLAM; FynT=SLAM; FynT=SAP; SLAM=SAP; SLAM=SAP; SLAM=SAP; SLAM=SAP; SAP=FynT	Train
16855289_46	DNA Ligase I=PCNA	Train
16884718	Pellino=IRAK-1; Pellino=IRAK-1	Train
16892053	Protein phosphatase 5=Raf-1; Protein phosphatase 5=Raf-1; PP5=Raf-1	Train
16906146	Uch37=proteasomes; Uch37=proteasomes; Uch37=Adrm1; Rpn13p=S1; Adrm1=Uch37; ubiquitin=7-amido-4-methylcoumarin; ubiquitin=AMC; Uch37=Adrm1; Uch37=Adrm1; Adrm1=S1; Uch37=S1; Uch37=19S	Train
16964248	USP7=FOXO; USP7=FOXO; USP7=FOXO; USP7=FOXO	Train
16998237	CDDO-Me=IKKbeta; CDDO=IKKbeta; CDDO=IKKbeta; CDDO-Me=IKKbeta; CDDO-Me=IKKbeta; CDDO-Me=IKKbeta	Train
17020914	PIAS3=PRB; PIAS3=PR; PIAS3=PRB	Train
17040568_5	type I=TGFbeta; type II receptor serine/threonine kinases=TGFbeta; activins=ACVR2A; activins=ACVR2B; activins=type II receptors; type II receptors=type I receptor; ACVR2A=type I receptor; ACVR2B=type I receptor; type II receptors=activin receptor-like kinase 4; type I receptor=Smads; type I receptor=activin A; ALK2=activin A; type I receptor=activins; ALK4=activins	Train
17108053	K-bZIP=vPK; vPK=K-bZIP; Cdk2=K-bZIP; vPK=K-bZIP; vPK=K-bZIP	Train
17108971	Smyd2=p53; Smyd2=p53; p53=Smyd2; Smyd2=p53; Set9=p53; Smyd2=p53	Train
17121812	CARPs=p53; CARPs=p53; CARPs=p53	Train
17135271	TRAF6=TRAF6; Ubc13=TRAF6; Uev1A=TRAF6; TRAF6=NEMO; TRAF6=TRAF6	Train
17183367	cullin-containing ubiquitin ligase=NF-kappaB; Elongins B=C; Elongins B=Cul2; Elongins B=SOCS1; C=Cul2; C=SOCS1; Cul2=SOCS1; COMMD1=ECS; COMMD1=Cul2; SOCS1=RelA	Train
17189298	Pes1=Bop1; Pes1=WDR12; Bop1=WDR12	Train
17213197	deoxyhypusine hydroxylase=eukaryotic translation initiation factor; deoxyhypusine hydroxylase=eIF5A; deoxyhypusine hydroxylase=eIF5A; Deoxyhypusine hydroxylase=eukaryotic translation initiation factor 5A; eIF5A=DOHH; DOHH=eIF5A; DOHH=eIF5A; DOHH=eIF5A; DOHH=eIF5A; DOHH=eIF5A; DOHH=eIF5A; DOHH=eIF5A	Train
17255944	MAPK=Capicua; MAPK=Capicua; Capicua=Rolled	Train
17277772	lysine-specific demethylase 1=histone; LSD1=androgen receptor; LSD1=histone H3; LSD1=H3K9; JMJD2C=histone; JMJD2C=androgen receptor; androgen receptor=JMJD2C; JMJD2C=H3K9; JMJD2C=H3K9; JMJD2C=LSD1; androgen receptor=JMJD2C; JMJD2C=LSD1; androgen receptor=LSD1; LSD1=H3K9; JMJD2C=H3K9; androgen receptor=H3K9; androgen receptor=H3K9	Train
17290220	Mdm2=p53; USP2a=Mdm2; USP2a=Mdm2; HAUSP=p53; HAUSP=Mdm2	Train
17318175	PP1=axin; PP1=axin; casein kinase I=axin; PP1=axin; Axin=glycogen synthase kinase 3; PP1=axin	Train
17381423	betaENaC=gammaENaC; Nedd4=gammaENaC; Nedd4=betaENaC; Nedd4-2=ENaC; ENaC=mu2	Train
17386267	PHLPP=Akt; PHLPP2=Akt; PHLPP1=Akt; Akt2=GSK-3alpha; Akt2=HDM2; Akt3=p27	Train
17389930	statherin=hydroxyapatite	Train
17392790	Retinoic-acid-inducible gene-I=MAVS; TRIM25=RIG-I; TRIM25=RIG-I; TRIM25=RIG-I; TRIM25=RIG-I; RIG-I=MAVS; TRIM25=RIG-I; TRIM25=RIG-I	Train
17420445	Nem1p=Smp2p; Dullard=lipin	Train
17439403	Cbx4=Dnmt3a; Cbx4=Dnmt3a	Train
17439941	Cul1=Roc1; Cul2=Roc1; Cul3=Roc1; Cul4a=Roc1; Cul4b=Roc1; Cul5=Roc1; Elongin B=C; C=Cul2; Cul2=VHL; Elongin B=Cul2; Elongin B=VHL; C=VHL; Elongin B=hypoxia-inducible factor-1alpha; C=hypoxia-inducible factor-1alpha; Cul2=hypoxia-inducible factor-1alpha; VHL=hypoxia-inducible factor-1alpha	Train
17443180	Mad2=Cdc20; USP44=Cdc20; Mad2=Cdc20; Wee1=Cdk1; Cdc25=Cdk1	Train
17483134	Siglecs=sialylated glycans; Siglec-15=DNAX activation protein (DAP)12; Siglec-15=DAP10	Train
17525233	polycomb repressive complex 2=histone H3; polycomb repressive complex 2=histone H3; EZH2=histone; EZH2=histone; EZH2=histone; EZH2=Hoxa1	Train
17535922	protein phosphatase 2A=DARPP-32; protein kinase A=DARPP-32; Cdk5=DARPP-32; PP2B=DARPP-32; calcineurin=DARPP-32; PP2A=DARPP-32; PP2A=DARPP-32; PP2A=DARPP-32; PR72=Ca(2+)	Train
17546054	14-3-3sigma=MDM2; 14-3-3sigma=MDM2; MDM2=p53	Train
17565966	Slit=Robo	Train
17644729	WER=ENHANCER OF GLABRA3; WER=GLABRA3; GL3=WER; EGL3=WER	Train
17681947	ALK=pleiotrophin; receptor protein tyrosine phosphatase (RPTP) beta=PTN; zeta=PTN; PTN=ALK; RPTPbeta=ALK; zeta=ALK; ALK=ALK; RPTPbeta=ALK; zeta=ALK	Train
17713478	JMJD3=histone H3K27; UTX=histone H3K27; polycomb repressive complex 2=histone H3; polycomb repressive complex 2=H3K27me2; polycomb repressive complex 2=me3; UTX=histone H3; JMJD3=histone H3; JMJD3=H3K27me3; UTX=H3K27me3; JMJD3=H3K27me3; UTX=MLL2; MLL2=H3K4me3; histone methyltransferase=H3K4me3	Train
17715127	SIRT4=insulindegrading enzyme; SIRT4=ANT2; SIRT4=ANT3; SIRT4=histones; SIRT4=bovine serum albumin	Train
17720710	Rad18=PCNA; Rad18=Rad6; Rad18=ubiquitin; Rad18=Rad6; Rad18=ubiquitin; Rad18=PCNA; Rad6=Rad18; Rad18=PCNA; ubiquitin=Y-family polymerases	Train
17761849	UTX=H3K27; mixed-lineage leukemia (MLL) 2=3; UTX=mixed-lineage leukemia (MLL) 2; UTX=3; UTX=histone H2A; UTX=HOX; UTX=H3K27; UTX=H3K4; MLL2=3; MLL2=H3K4; 3=H3K4; UTX=H3K27; HOX=H3K27; HOX=H3K4	Train
17827148	MDC1=anaphase-promoting complex/cyclosome; MDC1=Cdc27; MDC1=histone H2AX; MDC1=APC/C; Cdc27=MDC1; MDC1=APC/C; MDC1=anaphase-promoting complex/cyclosome; MDC1=gamma-H2AX	Train
17873522	Usp28=Fbw7alpha; Usp28=Fbw7alpha	Train
17898714	PRMT6=histone H3R2; MLL=H3K4; PRMT6=H3R2; PRMT6=H3R2; ASH2=WDR5; WDR5=MLL; ASH2=MLL; ASH2=H3; WDR5=H3; MLL=H3; MLL=H3K4	Train
17911105	Pen-2=nicastrin; nicastrin=Aph-1; Pen-2=Aph-1; presenilin=Pen-2; presenilin=nicastrin; presenilin=Aph-1; presenilin=Pen-2; Pen-2=nicastrin; nicastrin=Aph-1; Pen-2=Aph-1; presenilin=nicastrin; presenilin=Aph-1; Pen-2=nicastrin; nicastrin=presenilin; Pen-2=presenilin	Train
17927566	2-oxoglutarate decarboxylase=E2o; E1p=E2o	Train
17932050_31	Mmp1=S-methylmethionine	Train
17934456	Wnt5=drl	Train
17948050	Carma1=Bcl10; Bcl10=Malt1; Carma1=Malt1; TRAF6=Malt1; TRAF6=Malt1; TRAF6=Malt1	Train
17982102	p300=p65; p65=p300; p65=p300	Train
17984207	porin (Por) 1B=C4b; porin (Por) 1B=C3b; C4b=Por1B; C4b=opacity protein; C3b=opacity protein; C4b=A; C3b=A; C4b=B; C4b=C; C4b=D; C4b=E; C4b=F; C4b=I; C3b=B; C3b=C; C3b=D; C3b=E; C3b=F; C3b=I; Opa=Por1B; C3b=Opa; C4b=Opa	Train
17991829	DUBA=tumor necrosis factor receptor-associated factor 3; DUBA=TRAF3; TRAF3=TANK-binding kinase 1; DUBA=ubiquitin; DUBA=TRAF3	Train
17991896	PR70=pRb; PR70=pRb; cyclin-dependent kinase=cyclin; cyclin-dependent kinase=pRb; PP2A=pRb; PP2A=pRb; PR70=pRb; PR70=pRb; PR70=pRb; PR70=pRb; PR70=Ca(2+)	Train
18001824	RNF8=histones; RNF8=MDC1; RNF8=53BP1; RNF8=BRCA1; RNF8=histone H2A; RNF8=H2AX; RNF8=histone	Train
18031230	Daxx=androgen receptor; Daxx=glucocorticoid receptor; Daxx=Smad4; Daxx=CBP; PML=Daxx	Train
18056411_52	IFNAR1=Tyk2	Train
18059533	HDAC1=HDAC2; HDAC1=Sin3A; HDAC2=Sin3A; HDAC2=Sp1; butyrate=HDAC; trichostatin A=HDAC; TSA=HDAC	Train
18066079	UPF2=UPF3b; UPF1=UPF3; UPF1=UPF2; UPF2=UPF3; UPF1=UPF2; UPF1=UPF3; UPF2=UPF3; UPF3b=MAGOH; UPF3b=Y14; UPF3b=eIF4AIII; eIF4AIII=Y14; eIF4AIII=MAGOH; Y14=MAGOH; UPF3b=UPF2; UPF3b=UPF1; UPF2=UPF1; UPF2=UPF1; UPF3b=UPF1; EJC=UPF	Train
18079182	PRMT6=histone H3; PRMT6=histones; PRMT6=histone H3; PRMT6=histones H4; PRMT6=H2A; PRMT6=H3; WDR5=histone H3; MLL1=WDR5; PRMT6=H3	Train
18082605	USP1=FANCD2; USP1=PCNA; USP1=FANCD2; USP1=PCNA; USP1=FANCD2	Train
18086185_19	adhesin=N-CEA	Train
18093584	FTI-277=farnesyltransferase	Train
18094045	Fbx8=Arf6; Fbx8=Arf6; Fbx8=Arf6; Fbx8=Arf6	Train
18160347	MIG-14=Wnt	Train
18160704	Wingless=Armadillo; Armadillo=TCF; TCF=Armadillo; CBP=histone; CBP=Armadillo; TCF=Armadillo; Armadillo=CBP; TCF=CBP; CBP=histone; Armadillo=histone; TCF=histone	Train
18171471_7	FAK=paxillin; paxillin=FAK; paxillin=FAK	Train
18180281	Histone deacetylase 6=ubiquitin; Histone deacetylase 6=histone; Histone deacetylase 6=alpha-tubulin; Histone deacetylase 6=Hsp90; HDAC6=tubulin; HDAC6=Hsp90	Train
18199689	Pcr1=Atf1; Gcn5=Spt; Ada2=Gcn5; Ada2=Spt; Ada=Spt; Gcn5=Ada; Ada2=Ada	Train
18199880	G(s)=FSHRs	Train
18220415	PDHK2=dihydrolipoyl acetyltransferase; K+=PDHK2; PDHK2=E2; K+=PDHK2	Train
18234837	Galectin-1=h-ras; Galectin-1=H-Ras; Gal-1=H-Ras; Gal-1=H-Ras; Gal-1=H-Ras; Gal-1=H-Ras; Gal-1=H-Ras	Train
18245485	ARC=caspase-8	Train
18247557	Nedd8=Cul-1; Nedd8=-2; Nedd8=-3; Nedd8=-4A; Nedd8=-4B; Nedd8=-5; Nedd8=-7; Nedd8=Parc	Train
18248330	ERK4=PRAK; ERK4=MK5; MK5=ERK4; MK5=ERK4; ERK4=MK5; ERK4=MK5; ERK4=MK5; MK5=ERK4; MK5=ERK4; MK5=ERK4	Train
18267004	cAMP-dependent protein kinase A=Sup35; Sup35=eRF1	Train
18281465	beta-catenin=TCF/LEF; Trabid=ubiquitin; Trabid=APC; Trabid=APC; TCF=beta-catenin	Train
1828290	p34cdc2=cyclin B; CDC25=p34cdc2; CDC25=cyclin B; p34cdc2=cyclin B; cdc25=p34cdc2; p34cdc2=cyclin B; p54CDC25H=p34cdc2; p34cdc2=cyclin B	Train
18312697_17	SCFhFBH1=hFBH1; SCFFbh1=Rhp51	Train
18342605	Swd2=Ref2; Glc7=Ref2; Glc7=Swd2; Glc7=Sen1; Glc7=Sen1; Sen1=Nrd1; Sen1=Nab3; Nab3=Nrd1; Nrd1=Glc7; Glc7=Nab3; Glc7=Sen1; Nrd1=Sen1; Nab3=Sen1	Train
18344994	Txnip=thioredoxin	Train
18394995	PME-1=PP2A; PME-1=PP2A; PME-1=PP2A; PME-1=PP2A; PME-1=PP2A	Train
18404153	histone=COPR5; COPR5=PRMT5; PRMT5=COPR5; PRMT5=histone H4; PRMT5=histone H3; PRMT5=histones; COPR5=histone H4	Train
18447580_6	PABP=eRF3; PABP=ribosome; eRF3=ribosome	Train
18452947	Dnmt3b=thymine-DNA glycosylase; Dnmt3b=Tdg; Dnmt3b=methyl-CpG binding domain protein 4	Train
18457970	BHMT2=BHMT	Train
18469165	Pop2p=Not; Pop2p=Ccr4p; Ccr4p=Not; Ccr4p=Vts1p; Pop2p=Vts1p; Not=Vts1p; Ccr4p=Pop2p; Ccr4p=Not; Pop2p=Not; Pop2p=Not; Ccr4p=Pop2p; Ccr4p=Not; Vts1p=Ccr4p; Vts1p=Pop2p; Vts1p=Not; Pop2p=Not; Ccr4p=Pop2p; Ccr4p=Not; Vts1p=Ccr4p; Vts1p=Pop2p; Vts1p=Not; Pop2=Not; Ccr4=Pop2; Ccr4=Not	Train
18483193	tropomyosin=actin; actin=tropomyosin; troponin=actin; troponin=tropomyosin; TnT=tropomyosin; tropomyosin=TnT; tropomyosins=actin; tropomyosin=TnT	Train
18485871	Nucleomethylin=histone H3; SIRT1=SUV39H1; SUV39H1=histone H3; SIRT1=histone H3; eNoSC=histone H3	Train
18487197	prolyl 3-hydroxylase isoenzyme 2=collagen IV; P3H1=collagen I; P3H1=cartilage-associated protein; cartilage-associated protein=collagens; P3H1=collagens; P3H2=collagen IV; P3H2=collagen I; P3H2=collagen IV	Train
18488142_5	Galpha=beta; gamma=beta; gamma=Galpha; GTP=G protein; Galpha=Gbetagamma; Gbetagamma=phospholipases; Gbetagamma=ion channels; Galpha=phospholipases; Galpha=ion channels	Train
18488142_61	Gbetagamma=Galpha; Galpha=Gbetagamma	Train
18488142_74	Gi=Gbetagamma; Gbetagamma=Gi; Gi=opioid receptors	Train
18539146	HemK2=eRF1; Mtq2p=Trm112p; Mtq2p=eRF1; Trm112p=eRF1; eRF1=eRF3; eRF3=GTP; eRF1=GTP	Train
18541707_12	transducin-like enhancer=Runx2; Runx2=CHIP; CHIP=hRunx2; CHIP=hRunx2; CHIP=hRunx2; Runx2=CHIP; CHIP=Runx2	Train
18550409	Hsc70=Hsp110; Hsc70=Hsp110	Train
18586671_2	TSG-6=RANKL; TSG-6=BMP-2; TSG-6=BMPs; TSG-6=BMP-2; TSG-6=RANKL	Train
18596047	DHHC=CSP	Train
18599869	HSF1=heat shock protein 90	Train
18625722	HDAC7=Ubc9; HDAC7=PML	Train
18632602_36	MEK1Q56P=ERK	Train
18657071	Uba1=ISG65	Train
18676843_7	MLL=Cyp33; HDAC1=MLL	Train
18706423_12	Tim8=Tim13; Tim9=Tim10; Tim9=Tim10; Tim 8=Tim13; Tim8=Tim13; Tim9=Tim10	Train
